/home/jayden/NNTrainer_Playground/t5gemma2/nntrainer/Applications/CausalLM/res/qwen3/qwen3-0.6b
/home/jayden/NNTrainer_Playground/t5gemma2/nntrainer/Applications/CausalLM/res/qwen3/qwen3-0.6b/qwen3_0.6b_fp32_x86.bin
Model Weight Bytes Breakdown:
=========================
embedding0 | embedding0:Embedding | 622329856 bytes
                         layer3_ffn_norm            rms_norm       1:1:1024:1024      layer3_decoder_add/generated_out_0
--------------------------------------------------------------------------------
         layer3_ffn_norm/generated_out_0            multiout       1:1:1024:1024                         layer3_ffn_norm
--------------------------------------------------------------------------------
                         layer3_ffn_gate     fully_connected       1:1:1024:3072         layer3_ffn_norm/generated_out_0
--------------------------------------------------------------------------------
                           layer3_ffn_up     fully_connected       1:1:1024:3072         layer3_ffn_norm/generated_out_0
--------------------------------------------------------------------------------
                       layer3_ffn_swiglu              swiglu       1:1:1024:3072                           layer3_ffn_up
                                                                                                         layer3_ffn_gate
--------------------------------------------------------------------------------
                         layer3_ffn_down     fully_connected       1:1:1024:1024                       layer3_ffn_swiglu
--------------------------------------------------------------------------------
                   layer3_decoder_output            addition       1:1:1024:1024      layer3_decoder_add/generated_out_0
                                                                                                         layer3_ffn_down
--------------------------------------------------------------------------------
   layer3_decoder_output/generated_out_0            multiout       1:1:1024:1024                   layer3_decoder_output
--------------------------------------------------------------------------------
                   layer4_attention_norm            rms_norm       1:1:1024:1024   layer3_decoder_output/generated_out_0
--------------------------------------------------------------------------------
   layer4_attention_norm/generated_out_0            multiout       1:1:1024:1024                   layer4_attention_norm
--------------------------------------------------------------------------------
                               layer4_wq     fully_connected       1:1:1024:2048   layer4_attention_norm/generated_out_0
--------------------------------------------------------------------------------
                           layer4_q_norm   reshaped_rms_norm       1:1:1024:2048                               layer4_wq
--------------------------------------------------------------------------------
                               layer4_wk     fully_connected       1:1:1024:1024   layer4_attention_norm/generated_out_0
--------------------------------------------------------------------------------
                           layer4_k_norm   reshaped_rms_norm       1:1:1024:1024                               layer4_wk
--------------------------------------------------------------------------------
                               layer4_wv     fully_connected       1:1:1024:1024   layer4_attention_norm/generated_out_0
--------------------------------------------------------------------------------
                        layer4_attention            mha_core       1:1:1024:2048                           layer4_q_norm
                                                                                                           layer4_k_norm
                                                                                                               layer4_wv
--------------------------------------------------------------------------------
                    layer4_attention_out     fully_connected       1:1:1024:1024                        layer4_attention
--------------------------------------------------------------------------------
                      layer4_decoder_add            addition       1:1:1024:1024   layer3_decoder_output/generated_out_0
                                                                                                    layer4_attention_out
--------------------------------------------------------------------------------
      layer4_decoder_add/generated_out_0            multiout       1:1:1024:1024                      layer4_decoder_add
--------------------------------------------------------------------------------
                         layer4_ffn_norm            rms_norm       1:1:1024:1024      layer4_decoder_add/generated_out_0
--------------------------------------------------------------------------------
         layer4_ffn_norm/generated_out_0            multiout       1:1:1024:1024                         layer4_ffn_norm
--------------------------------------------------------------------------------
                         layer4_ffn_gate     fully_connected       1:1:1024:3072         layer4_ffn_norm/generated_out_0
--------------------------------------------------------------------------------
                           layer4_ffn_up     fully_connected       1:1:1024:3072         layer4_ffn_norm/generated_out_0
--------------------------------------------------------------------------------
                       layer4_ffn_swiglu              swiglu       1:1:1024:3072                           layer4_ffn_up
                                                                                                         layer4_ffn_gate
--------------------------------------------------------------------------------
                         layer4_ffn_down     fully_connected       1:1:1024:1024                       layer4_ffn_swiglu
--------------------------------------------------------------------------------
                   layer4_decoder_output            addition       1:1:1024:1024      layer4_decoder_add/generated_out_0
                                                                                                         layer4_ffn_down
--------------------------------------------------------------------------------
   layer4_decoder_output/generated_out_0            multiout       1:1:1024:1024                   layer4_decoder_output
--------------------------------------------------------------------------------
                   layer5_attention_norm            rms_norm       1:1:1024:1024   layer4_decoder_output/generated_out_0
--------------------------------------------------------------------------------
   layer5_attention_norm/generated_out_0            multiout       1:1:1024:1024                   layer5_attention_norm
--------------------------------------------------------------------------------
                               layer5_wq     fully_connected       1:1:1024:2048   layer5_attention_norm/generated_out_0
--------------------------------------------------------------------------------
                           layer5_q_norm   reshaped_rms_norm       1:1:1024:2048                               layer5_wq
--------------------------------------------------------------------------------
                               layer5_wk     fully_connected       1:1:1024:1024   layer5_attention_norm/generated_out_0
--------------------------------------------------------------------------------
                           layer5_k_norm   reshaped_rms_norm       1:1:1024:1024                               layer5_wk
--------------------------------------------------------------------------------
                               layer5_wv     fully_connected       1:1:1024:1024   layer5_attention_norm/generated_out_0
--------------------------------------------------------------------------------
                        layer5_attention            mha_core       1:1:1024:2048                           layer5_q_norm
                                                                                                           layer5_k_norm
                                                                                                               layer5_wv
--------------------------------------------------------------------------------
                    layer5_attention_out     fully_connected       1:1:1024:1024                        layer5_attention
--------------------------------------------------------------------------------
                      layer5_decoder_add            addition       1:1:1024:1024   layer4_decoder_output/generated_out_0
                                                                                                    layer5_attention_out
--------------------------------------------------------------------------------
      layer5_decoder_add/generated_out_0            multiout       1:1:1024:1024                      layer5_decoder_add
--------------------------------------------------------------------------------
                         layer5_ffn_norm            rms_norm       1:1:1024:1024      layer5_decoder_add/generated_out_0
--------------------------------------------------------------------------------
         layer5_ffn_norm/generated_out_0            multiout       1:1:1024:1024                         layer5_ffn_norm
--------------------------------------------------------------------------------
                         layer5_ffn_gate     fully_connected       1:1:1024:3072         layer5_ffn_norm/generated_out_0
--------------------------------------------------------------------------------
                           layer5_ffn_up     fully_connected       1:1:1024:3072         layer5_ffn_norm/generated_out_0
--------------------------------------------------------------------------------
                       layer5_ffn_swiglu              swiglu       1:1:1024:3072                           layer5_ffn_up
                                                                                                         layer5_ffn_gate
--------------------------------------------------------------------------------
                         layer5_ffn_down     fully_connected       1:1:1024:1024                       layer5_ffn_swiglu
--------------------------------------------------------------------------------
                   layer5_decoder_output            addition       1:1:1024:1024      layer5_decoder_add/generated_out_0
                                                                                                         layer5_ffn_down
--------------------------------------------------------------------------------
   layer5_decoder_output/generated_out_0            multiout       1:1:1024:1024                   layer5_decoder_output
--------------------------------------------------------------------------------
                   layer6_attention_norm            rms_norm       1:1:1024:1024   layer5_decoder_output/generated_out_0
--------------------------------------------------------------------------------
   layer6_attention_norm/generated_out_0            multiout       1:1:1024:1024                   layer6_attention_norm
--------------------------------------------------------------------------------
                               layer6_wq     fully_connected       1:1:1024:2048   layer6_attention_norm/generated_out_0
